id_image,reference,chemin_image
1051-4,Base Arachne n° 50121 <http://arachne.uni-koeln.de/arachne/index.php?view[page]=5&view[category]=overview&view[section]=uebersicht&view[layout]=objekt_item&search[data]=ALL&search[mode]=meta&search[match]=similar&view[active_tab]=overview&search[constraints]=fauvel&view[active_tab]=overview>,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1051-4
1053-1,"British Museum, Photo of the Department of Greek and Roman Antiquities",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1053-1
1053-2,"Ashmolean Museum, Burgon's Archive, dessin de Burgon, f. 281. (Photo A. Zambon).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1053-2
1053-3,http://www.britishmuseum.org/research/search_the_collection_database/search_object_details.aspx?objectId=461495&partId=1,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1053-3
1054-1,"Ashmolean Museum, Burgon's Archive, dessin de Burgon, n° 237.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1054-1
1054-2,Photo British Museum.,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1054-2
1054-3,Photo British Museum.,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1054-3
1054-4,http://www.britishmuseum.org/collectionimages/AN00754/AN00754246_001_l.jpg,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1054-4
1055-1,Photo A. Zambon.,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1055-1
1055-2,"Fr. Queyrel, « Un nouveau document sur la collection Choiseul-Gouffier », CRAI (2007), p. 1145, fig. 1 (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1055-2
1056-1,"British Museum, Photo of the Department of Greek and Roman Antiquities",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1056-1
1057-1,British Museum collection database : http://www.britishmuseum.org/research/collection_online/collection_object_details/collection_image_gallery.aspx?assetId=1560804001&objectId=461743&partId=1,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1057-1
1057-2,http://www.britishmuseum.org/research/collection_online/collection_object_details/collection_image_gallery.aspx?partid=1&assetid=197089001&objectid=461743,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1057-2
1059-1,"British Museum, Photo of the Department of Greek and Roman Antiquities",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1059-1
1059-2,http://www.britishmuseum.org/collectionimages/AN00109/AN00109793_001_l.jpg,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1059-2
1060-1,"BNF, Estampes, dessin de Dubois, Gb 69, f. 15.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1060-1
1061-1,"O.M. von Stackelberg, Die Gräber der Hellenen, Berlin, 1837, pl. LIII, 1.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1061-1
1062-1,"O.M. von Stackelberg, Die Gräber der Hellenen, Berlin, 1837, pl. LIII, 2.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1062-1
1062-2,"British Museum, Department of Greek and Roman Antiquities, Cockerell’s vase drawings (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1062-2
1063-1,"Ashmolean Museum, Burgon's Archive, f. 267 (photo A. Zambon)",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1063-1
1064-1,"O.M. von Stackelberg, Die Gräber der Hellenen, Berlin, 1837, pl. LIII,6.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1064-1
1064-2,"British Museum, Department of Greek and Roman Antiquities, Cockerell’s vase drawings (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1064-2
1065-1,"O.M. von Stackelberg, Die Gräber der Hellenen, Berlin, 1837, pl. LIII,5.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1065-1
1066-1,"O.M. von Stackelberg, Die Gräber der Hellenen, Berlin, 1837, pl. LIII,7.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1066-1
1066-2,"British Museum, Department of Greek and Roman Antiquities, Cockerell’s vase drawings (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1066-2
1066-3,"Ashmolean Museum, Burgon's Archive, dessin de Burgon, f. 266.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1066-3
1067-1,"British Museum, Department of Greek and Roman Antiquities, Cockerell’s vase drawings (détail). Photo A. Zambon",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1067-1
1068-1,"British Museum, Department of Greek and Roman Antiquities, Cockerell’s vase drawings (détail). Photo A. Zambon",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1068-1
1069-1,"British Museum, Department of Greek and Roman Antiquities, Cockerell’s vase drawings (détail). Photo A. Zambon",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1069-1
1070-1,"British Museum, Department of Greek and Roman Antiquities, Cockerell’s vase drawings (détail). Photo A. Zambon",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1070-1
1071-1,"British Museum, Department of Greek and Roman Antiquities, Cockerell’s vase drawings (détail). Photo A. Zambon",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1071-1
1072-1,"British Museum, Department of Greek and Roman Antiquities, Dodwell, Original drawings of Greek Antiquities. Photo A. Zambon",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1072-1
1073-1,"British Museum, Department of Greek and Roman Antiquities, Dodwell, Original drawings of Greek Antiquities. Photo A. Zambon",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1073-1
1074-1,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 122.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1074-1
1074-2,http://www.ocf.berkeley.edu/~dsafaria/195Naxos_Kouros_male_statue.jpg,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1074-2
1074-3,"Musée Benaki, Album Thomas Hope, inv. 27253. Photo A. Zambon.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1074-3
1074-4,"En haut : croquis de Fauvel (BnF, Estampes, Gb 15 d, f. 123). En bas : Dessin de Gell, British Museum (GR), sketch book 8, n° 70 (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1074-4
1075-1,"British Museum, Department of Greek and Roman Antiquities, Gell's sketch book 8, n° 17, dessin de Gell. Photo A. Zambon",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1075-1
1075-2,"P.H.A. Wolters, « Deux bas-reliefs attiques disparus », BCH (1894),  p. 488.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1075-2
1076-1,"British Museum, Department of Greek and Roman Antiquities, Cockerell’s vase drawings (détail). Photo A. Zambon",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1076-1
1077-1,"British Museum, Department of Greek and Roman Antiquities, Cockerell’s vase drawings (détail). Photo A. Zambon",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1077-1
1078-1,"British Museum, Department of Greek and Roman Antiquities, Cockerell’s vase drawings (détail). Photo A. Zambon",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1078-1
1079-1,"W. Kinnard, The Antiquities of Athens measured and delineated by James Stuart, F.R.S. and F.S.A. and Nicholas Revett…,Londres, 1827, vol. IV, pl. IV, fig. 1.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1079-1
1079-2,"W. Kinnard (éd.),The Antiquities of Athens measured and delineated by James Stuart, F.R.S. and F.S.A. and Nicholas Revett, ..., vol. IV, Londres, 1827, pl. IV, fig. 2.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1079-2
1080-1,"BNF, Manuscrits, ms. fr. 22870, f. 93 v (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1080-1
1080-2,"J. Stuart et N. Revett, The Antiquities of Athens, Londres, 1762-1830, t. III, p. 25.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1080-2
1080-3,"British School at Athens, Archives, Gell’s notebook, inv. 4534 e.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1080-3
108-1,"BnF, Manuscrits, ms. fr. 22877, I, f. 113 recto.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/108-1
1081-1,"BNF, Manuscrits, ms. fr. 22870, f. 93 v (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1081-1
1081-2,"J. Stuart et N. Revett, The Antiquities of Athens, Londres, 1794, vol. III, p. 19.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1081-2
1081-3,"Louvre, Département d'Arts Graphiques, RF 4841.206 (détail). Photo A. Zambon.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1081-3
1081-4,"D. Williams, « Lord Elgin’s Firman », Journal of the History of Collections (2009), fig. 7.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1081-4
108-2,"BnF, Estampes, Gb 15 c, n° 694 (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/108-2
1083-1,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel),f. 226.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1083-1
1083-2,"W. Aeschimann et J. Tucoo-Chala (éd.), Edgar Quinet, La Grèce moderne et ses rapports avec l’antiquités, suivie du Journal de voyage (inédit), Paris, 1984, pl. 6, fig. II.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1083-2
1083-3,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 225 (vue de la fontaine dans laquelle le sarcophage était remployé).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1083-3
1085-1,"T. L. Donaldson, Architectura numismatica or Architectural Medals of Classical Antiquity, Londres, 1859, pl. n° 2.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1085-1
1089-1,"BnF, Estampes, Gb 15b Pet. Fol., fol. 93.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1089-1
1090-1,"BnF, Estampes, Gb 15b Pet. Fol., fol. 102 .",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1090-1
109-1,"BNF, Manuscrits, ms. fr. 22877, I, f. 95 verso.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/109-1
1091-1,"BnF, Estampes, Gb 15 b, f. 103.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1091-1
1091-2,"A. Conze, Attischen Grabreliefs, Berlin, 1906, III, n° 1335, p. 290.
http://diglit.ub.uni-heidelberg.de/diglit/conze1906/0038?sid=0f9de63498aa5281b5947ab48a660736",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1091-2
1091-3,"Dessin de Fauvel d’après Conze, III, p. 290.
http://diglit.ub.uni-heidelberg.de/diglit/conze1906/0038?sid=0f9de63498aa5281b5947ab48a660736",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1091-3
1092-1,"BnF, Manuscrits, ms. fr. 22877, I, f. 190 recto (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1092-1
1093-1,"Athènes, Bibliothèque Gennadios, fonds Barbié du Bocage, ms. 134, f. 60 r° (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1093-1
1093-2,"Athènes, Bibliothèque Gennadios, fonds Barbié du Bocage, ms. 134, f. 60 recto.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1093-2
1093-3,"BnF, Manuscrits, ms. fr. 22877, I, f. 190 recto (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1093-3
1094-1,"BnF, Manuscrits, ms. fr. 22877, I, f. 190 recto (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1094-1
1100-1,"J.-B. D'Agincourt, Recueil de fragmens de sculpture antique en terre cuite, Paris, 1814, pl. XXXVI.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1100-1
1100-2,"J.-B. D'Agincourt, Recueil de fragmens de sculpture antique en terre cuite, Paris, 1814, pl. XXXVI (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1100-2
1100-3,"D.A. Amyx, Corinthian Vase Painting of the Archaic Period, Berkeley, 1988, vol. III, pl. 86.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1100-3
1100-4,"D.A. Amyx, Corinthian Vase Painting of the Archaic Period, Berkeley, 1988, vol. III, pl. 86.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1100-4
1102-1,"Society of Dilettanti, The Unedited Antiquities of Attica, Londres, 1817, chap. VII, pl. 5.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1102-1
1102-2,"I. Travlos, Bildlexikon zur Topographie des antiken Athen, Tübingen, 1988, fig. 501.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1102-2
1103-1,"Society of Dilettanti, The Unedited Antiquities of Attica, Londres, 1817, chap. VII, pl. 5.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1103-1
1103-2,"I. Travlos, Bildlexikon zur Topographie des antiken Athen, Tübingen, 1988, fig. 501.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1103-2
1104-1,"BNF, Manuscrits, ms. fr. 22870, f. 81.44 r.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1104-1
1106-1,"Institut de France, Archives, dossier K 16 (lettre de Fauvel à Mongez du 26 août 1808).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1106-1
1108-1,"BNF, Manuscrits, ms. fr. 22870, f. 81.62.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1108-1
1109-1,"BNF, Manuscrits, ms. fr. 22870, f. 81.10 r",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1109-1
111-1,"J. Stuart et N. Revett, Antiquities of Athens, Londres, 1787, t. II, vignette page 22.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/111-1
1111-1,"BnF, Manuscrits, ms. fr. 22877, I, f. 190 recto (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1111-1
1112-1,"BnF, Manuscrits, ms. fr. 22877, I, f. 190 recto (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1112-1
1113-1,"BnF, Manuscrits, ms. fr. 22877, I, f. 190 recto (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1113-1
1114-1,"BnF, Manuscrits, ms. fr. 22877, I, f. 190 recto (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1114-1
1116-1,"BnF, Manuscrits, ms. fr. 22877, I, f. 190 recto (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1116-1
1117-1,"BnF, Manuscrits, ms. fr. 22877, I, f. 190 recto (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1117-1
1118-1,"BnF, Manuscrits, ms. fr. 22877, I, f. 190 recto (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1118-1
1119-1,"BnF, Manuscrits, ms. fr. 22877, I, f. 190 recto (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1119-1
1120-1,"BnF, Manuscrits, ms. fr. 22877, I, f. 190 recto (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1120-1
1121-1,"BnF, Manuscrits, ms. fr. 22877, I, f. 190 recto (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1121-1
1122-1,"BnF, Manuscrits, ms. fr. 22877, I, f. 190 recto (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1122-1
1123-1,"Institut de France, Archives, dossier K 16 (lettre de Fauvel à Mongez du 17 Floréal an 13), f. 2.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1123-1
1123-2,"Institut de France, Archives, dossier K 16 (lettre de Fauvel à Mongez du 17 Floréal an 13), f. 2.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1123-2
1123-3,"BnF, Manuscrits, ms. fr. 22877, I, f. 190 recto (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1123-3
113-1,"Musée du Louvre, photo AGER.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/113-1
1137-1,"Institut de France, Archives, dossier K 16 (lettre de Fauvel à Mongez).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1137-1
114-1,"Musée du Louvre, photo AGER.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/114-1
1142-1,"BNF, Estampes, Gb 15 Fol., f. 61 (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1142-1
1145-1,"Institut de France, Archives, dossier K 16 (lettre de Fauvel à Mongez du 21 mai 1809).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1145-1
1149-1,"Institut de France, Archives, dossier K 16 (lettre de Fauvel à Mongez).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1149-1
1151-1,"Institut de France, Archives, dossier K 16 (lettre de Fauvel à Mongez du 3 décembre 1807).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1151-1
1151-2,"BnF, Manuscrits, suppl. grec 560, f. 1.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1151-2
1152-1,"Institut de France, Archives, dossier K 16 (lettre de Fauvel à Mongez du 3 décembre 1807).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1152-1
1152-2,"Institut de France, Archives, dossier K 16 (lettre de Fauvel à Mongez du 26 aout 1808).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1152-2
1154-1,"Institut de France, ms. 4730 (correspondance de Allier d’Hauteroche).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1154-1
1155-1,"Institut de France, ms. 4730 (correspondance de Allier d’Hauteroche).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1155-1
1156-1,"Institut de France, ms. 4730 (correspondance de Allier d’Hauteroche).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1156-1
1157-1,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 149.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1157-1
1157-2,"Athènes, Bibliothèque Gennadios, fonds Barbié du Bocage, ms. 145, f. 64 (détail). Dessin de Fauvel.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1157-2
1157-3,"Cambridge, Fitzwilliam Museum, photo A. Zambon.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1157-3
1157-4,"Musée du Louvre, Département d’Arts Graphiques, RF 4841.253.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1157-4
1158-1,"RMN, cote cliché : 97-009109 (197382).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1158-1
1158-2,"RMN, 197382. Cote cliché : 83-000680-02.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1158-2
1158-3,RMN197382. Cote cliché : 97-009121.,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1158-3
1158-4,RMN 197382. Cote cliché : 83-000675.,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1158-4
1159-1,"Gravure tirée du journal « L’illustration » vol. 42 (1863), p. 261 (détail).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1159-1
1160-1,"RMN, Cliché n° 02-005563.© Hervé Lewandowski. 
http://www.photo.rmn.fr/cf/htm/CSearchZ.aspx?o=&Total=1&FP=3337815&E=2K1KTSSU9KQU&SID=2K1KTSSU9KQU&New=T&Pic=1&SubE=2C6NU0GFH0SY",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1160-1
1160-2,http://www.louvre.fr/llv/oeuvres/detail_notice.jsp?CONTENT%3C%3Ecnt_id=10134198673225815&CURRENT_LLV_NOTICE%3C%3Ecnt_id=10134198673225815&FOLDER%3C%3Efolder_id=9852723696500817&baseIndex=16&bmLocale=fr_FR,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1160-2
1160-3,https://www.photo.rmn.fr/CS.aspx?VP3=SearchResult&VBID=2CO5PCA9KSE7I&SMLS=1&RW=1334&RH=608,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1160-3
1160-4,https://www.photo.rmn.fr/CS.aspx?VP3=SearchResult&VBID=2CO5PCA9KSE7I&SMLS=1&RW=1334&RH=608,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1160-4
1163-1,"E. Vanderpool, « Kephisophon’s Kylix », Hesperia 36/2 (1967), p. 187-189, pl. 55 (croquis du carnet de Leake).",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1163-1
1164-1,"BnF, Estampes, Gb 15 d (ex SNR-3 Fauvel), f. 103 v°.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1164-1
1166-1,"Athenian Agora VI, pl. 22, n° 900.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1166-1
1170-1,"Athenian Agora XII, n° 523, pl. 23.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1170-1
1172-1,Agathe database : http://www.agathe.gr/id/agora/object/p%2027083,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1172-1
1173-1,"Athenian Agora XII, pl. 37, n° 1083.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1173-1
1176-1,Agathe database : http://www.agathe.gr/cgi-bin/record?lookup=P+4547,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1176-1
1179-1,Agathe database : http://www.agathe.gr/cgi-bin/record?lookup=P+4942,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1179-1
1180-1,Agathe database : http://www.agathe.gr/cgi-bin/record?lookup=P+24830,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1180-1
1181-1,Agathe database : http://www.agathe.gr/cgi-bin/record?lookup=P+5235,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1181-1
1184-1,Agathe database : http://www.agathe.gr/cgi-bin/record?lookup=P+24832,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1184-1
1185-1,"Athenian Agora XII,2, p. 154, n° 1133, pl. 48.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/1185-1
1186-1,Agathe database : http://www.agathe.gr/cgi-bin/record?lookup=P+4936,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1186-1
119-1,"BnF, Manuscrits, ms. fr. 22877, f. 95 recto.",/home/marine/Documents/Musee-Fauvel/base_de_donnees/119-1
1191-1,Agathe database : http://www.agathe.gr/cgi-bin/record?lookup=P+24826,/home/marine/Documents/Musee-Fauvel/base_de_donnees/1191-1
